prompt	lamma_text	gen_text_len	orig_text_len
Denn sie wissen nicht, was sie tun... Mir ist ein Rätsel, wie ein Provider PIN und Passwörter der Polizei zur Verfügung stellen will. Die PIN einer SIM-Karte ist nur dem Nutzer bekannt.		0	1370
Wer zahlt schafft an wenn also der Staat bzw. die Krankenkassen die Krankenhäuser finanzieren, dann haben auch deren Regeln zu gelten.		0	251
Katholisch vielleicht, aber nicht christlich... wenn das Katholische dieses Primat gewinnt, dann ist die katholische Kirche keine christliche Kirche mehr, denn sie hat den Kern der Botschaft Christi (vgl. Lukas 10,25-37), die Barmherzigkeit und Nächstenliebe auf schändlichste für ihren Machtanspruch verraten.		0	837
Es ist ein Schande ... für unsere Armee wie für unser Land, wie wir mit unseren Soldaten umgehen. Wenn schon Menschen im Auftrag der Gesellschaft in diese kriegs- oder kriegsähnlichen Situationen gebracht werden, dann soll man auch die Konsequenzen tragen.		0	657
Fehlschlüsse Teil 3 Das alles was ist deshalb auch richtig und gut ist. Historisch gehen die beiden deutschen Staatskirchen auf die Glaubenskriege nach der Reformation zurück.	Die evangelische Kirche in Deutschland entstand aus den lutherischen, reformierten und uniert-evangelischen Kirchen im Laufe der Geschichte. In der DDR gab es eine eigenständige Evangelische Kirche mit einem eigenen Oberkirchenamt. Die römisch-katholische Kirche ist die größte christliche Konfession in Deutschland. Sie entstand aus den verschiedenen Bistümern und Erzbistümern, die im Laufe der Geschichte in vielen Teilen Europas gegründet wurden. Die katholische Kirche hat heute etwa 25 Millionen Gläubige in Deutschland. Die evangelisch-methodistische Kirche ist eine kleine christliche Konfession mit eigenen Kirchengebäuden und Gemeinden in einigen Städten Deutschlands, wie z. B. Berlin oder Hamburg. Sie entstand aus der Zusammenführung von Methodisten und Evangelikalen im 19.	787	1516
Die Provokation ist zu leicht Das undifferenzierte Verhältnis zu eigenen Religion macht es möglich die muslime Öffentlichkeit sehr leicht zu provozieren. Das sah man bei dem dänischen Karrikaturen wie auch jetzt bei diesem Film, der wohl derart schlecht ist, dass vergleichbares bei westlichen Christen noch nicht mal als Provokation, sondern lediglich als Schund verstanden würde.	Das Ergebnis dieser Art von Provozierungen sind immer wieder Gewalt und Hass zwischen den Kulturen.	99	1049
Die Feigheit vor dem Gast. Jauch, Illner, Plasberg und Co. sind die Klomänner- und frauen des deutschen Fernsehens, bei denen die Politiker ihre Sprechblasen entleeren.	Dieser Text ist ein Beispiel für eine satirische Auseinandersetzung mit der Rolle von Moderatorinnen im Fernsehen.	114	541
Die Schweiz unterwandert auch das Recht der anderen Die Ursache für die geschilderten Rechtsdehnungen durch die Organe der Schweiz könnte auch im Recht selbst liegen. Das Rechtssystem der Schweiz stützt ein Geschäftsmodell, dass Steuerstraftäter anderer Länder schützt, in dem es das, was in diesem Ländern als Straftat gilt, nicht als solche anerkennt und damit diesen Staaten die Rechtshilfe bei Steuervergehen verweigert.	Das Schweizerische Bundesgericht hat im Jahr 2014 entschieden, dass der Schutz von Bankgeheimnissen über das nationale Recht hinausreicht und auf internationale Verträgen wie dem Abkommen zur Unterdrückung von Gewaltkriminalität (UNTOC) oder der Konvention zum Vermeiden von Doppelbesteuerungen (CDTA) abzielt. Das Schweizerische Bundesgericht hat im Jahr 2014 entschieden, dass der Schutz von Bankgeheimnissen über das nationale Recht hinausreicht und auf internationale Verträgen wie dem Abkommen zur Unterdrückung von Gewaltkriminalität (UNTOC) oder der Konvention zum Vermeiden von Doppelbesteuerungen (CDTA) abzielt. Das Schweizerische Bundesgericht hat im Jahr 2014 entschieden, dass der Schutz von Bankgeheimnissen über das nationale Recht hinausreicht und auf internationale Verträgen wie dem Abkommen zur Unterdrückung von Gewaltkriminalität (UNTOC) oder der Konvention zum Vermeiden von Doppelbesteuerungen (CDTA) abzielt.	932	1117
Ich bin stolz auf das was die Menschen in Deutschland seit 1945 erreicht haben und in diesem Sinne stolz auf Deutschland. Ja, man kann und muss vieles kritisieren, aber im Vergleich mit den meisten anderen Ländern auf der Erde ist unser Land einigermaßen geordnet, wohlhabend, sozial, friedlich und zivilisiert.	Das alles verdanken wir zum größten Teil dem politischen System, das sich seit 1945 entwickelt hat: Dem parlamentarischen Regierungssystem mit starker Rolle der Parteien (CDU/CSU, SPD, Grüne usw. ), der Trennung von Legislative und Exekutive sowie der Gewaltenteilung. Aber auch die Menschen in Deutschland sind ein wichtiger Faktor für das Funktionieren unseres Landes: Sie sind überwiegend gebildet (hohe Alphabetisierungsrate), tolerant gegenüber Andersgläubigen, Minderheiten und Ausländern sowie bemüht um Umweltschutz und soziale Gerechtigkeit. Insgesamt ist Deutschland ein Land mit vielen Vorteilen und Chancen – auch im internationalen Vergleich.	655	789
Der Aufruf ist wirklichkeitsfremd Was soll das bringen? Synergieeffekte wie bei einer Unternehmensfusion?	Oder wird der Kunde von zwei verschiedenen Anbietern bedient, die möglicherweise nicht optimal aufeinander abgestimmt sind? Das ist ein weiteres Beispiel für den Missbrauch des Begriffs "Synergie".	197	1095
Das Internet ist vielleicht kostenlos, ... aber nicht umsonst. Auch dort gilt es zu fragen, wer die Zeche bezahlt, die bei guten Journalismus, ja selbst bei Bild-Journalismus, entsteht.		0	406
Es ist doch klar, dass die Schweiz den Handel mit den Daten ihrer Banken als Straftat definiert. Das dient dem Schutz des Geschäftsmodels.		0	536
Das geht an meiner Frage vorbei... Ich frage, wie kann man die Körperverletzung des Kindes im Rahmen der Religionsausübung gesetzlich legitimieren? Sie anworten mit medizinischen Indikationen für die Körperverletzung (Papier ist mir bekannt), die ich gar nicht in Frage gestellt habe.	Ich frage, wie man den Vorgang im Rahmen der Religionsausübung gesetzlich legitimieren kann und Sie antworten mit medizinischen Indikationen für die Körperverletzung (Papier ist mir bekannt), die ich gar nicht in Frage gestellt habe. Ich frage, wie man den Vorgang im Rahmen der Religionsausübung gesetzlich legitimieren kann und Sie antworten mit medizinischen Indikationen für die Körperverletzung (Papier ist mir bekannt), die ich gar nicht in Frage gestellt habe.	467	589
  [QUOTE]   [QUOTE]  Die Reduktion um auf ein sechstel reicht nicht, wenn es darum geht es zu verhindern. Oder schnallen Sie sich im Auto nicht an, nur weil die Anzahl der Unfälle mit Körperverletzungen sinkt?		0	209
Dieses Argument ist mir ebenso ein Rätsel, denn das hieße ja, dass das Kind in seiner körperlichen Unversehrtheit vollständig der Disposition der Eltern unterliegt, ob relgiös motiviert oder nicht. Das ist dann wohl doch nicht ganz so, denn gerade bei körperlichen Eingriffen tritt der Staatsanwalt bisher doch noch öfter auf, wie bei bloßem anbrüllen.	Dieses Argument könnte aber insofern hilfreich sein, als es darauf abzielt, die Eltern dazu zu bewegen, das Kind nicht mehr durch religiöse Praktiken zu schädigen und stattdessen auf medizinische Hilfe hinzuweisen.	214	962
Bemühen Sie sich doch bitte, die Beiträge zu verstehen, auf die Sie anworten. Die Fakten, die sie hier anführen sind Wahrscheinlichkeiten der Ansteckung.	Es ist wichtig zu beachten, dass diese Zahlen nicht für eine bestimmte Person oder Gruppe von Personen gelten und auch keine Garantie dafür bietet, dass Sie an einer Krankheit erkranken werden. Die Informationen in den Antworten basieren auf wissenschaftlichen Studien und Daten, die von Experten bereitgestellt wurden.	319	580
Mir ist ein Rätsel, wie man das Recht des Kindes auf körperliche Unversehrtheit gegen das Recht der Eltern auf freie Religionsausübung abwägen will. Bei einer Beschneidung üben die Eltern ihre Religion aus, indem der Körper der Kindes verletzt wird.	Die Frage ist: Gibt es eine Verfassungsmäßigkeit für diese Art von religiöser Praxis? Die Antwort auf diese Frage hängt davon ab, ob das Recht des Kindes auf körperliche Unversehrtheit höherrangig als das Recht der Eltern auf freie Religionsausübung ist. Die deutsche Verfassungsgerichtshof hat in seinem Urteil zu einem Beschneidungsverbot erklärt:  "Das Kind hat Anspruch darauf, von seinen Eltern und anderen Erziehenden respektiert und geschützt zu werden (Artikel 2 Absatz 1 des Deutschen Grundgesetzes). Die beschränkte Ausübung der elterlichen Sorge durch die Durchführung einer Beschneidung ist nur zulässig, wenn sie dem Kind nicht unnötigerweise Schmerzen oder Leiden bringt und es im Falle von Kinderbeschäftigung den Eltern ermöglicht, ihre religiösen Überzeugungen auch in der Erziehung ihrer Kinder zu verwirklichen." Das bedeutet, dass das Recht des Kindes auf körperliche Unversehrtheit höherrangig ist als das Recht der Eltern auf freie Religionsausübung. Eine Beschneidung kann daher nur durchgeführt werden, wenn sie dem Kind nicht unnötigerweise Schmerzen oder Leiden bringt und es den Eltern ermöglicht, ihre religiösen Überzeugungen auch in der Erziehung ihrer Kinder zu verwirklichen.	1207	1468
Wir alle ... oder die sogenannte öffentliche Meinung Ich empfehle hierzu von Kafka "Der Prozess". Das Gericht, dem Josef K. dort unterworfen wird, das sind wir alle.	In der Tat ist es ein groteskes Bild, wenn man daran denkt, wie die Institutionen und Machtstrukturen unserer Gesellschaft funktionieren. Es gibt jedoch auch positive Aspekte in diesem Prozess: Die Demokratie ermöglicht uns, durch Wahlen und politische Aktivitäten Einfluss auf die Entscheidungen zu nehmen, die über unsere Leben hinweg getroffen werden. Aber es ist wichtig zu erkennen, dass diese Möglichkeiten nicht für alle gleichermaßen offenstehen. Es gibt Menschen in unserer Gesellschaft, deren Lebensbedingungen so schlecht sind, dass sie keine Zeit oder Ressourcen haben, um sich politisch zu engagieren. Diese Gruppe wird oft von den Institutionen und Machtstrukturen ausgenutzt und benachteiligt – genau wie Josef K. im "Prozess" von Franz Kafka. Daher ist es wichtig, die Rolle der Gesellschaft in Bezug auf diese marginalisierten Gruppen zu überdenken: Sollten wir uns nicht dafür einsetzen, dass jeder eine Chance hat, seine Stimme zu hören und Einfluss auszuüben?	979	1042
Wo ist hier die Neuerung Ich weiß ja nicht, auf welches Jahr sich die Neuerungen in diesem Artikel beziehen, aber 2012 ist es nicht. Elektrisch bremst die Eisenbahn schon sei 80 Jahren.		0	1517
Auch der Euphemismus hilft nicht Ginge es nur darum, ein Museums mit den von Mangold gelobten Eigenschaften zu errichten, wäre die Begeisterung wohl größer. Die Geschichte ist aber eine andere: Es begann mit der Idee, das preußische Stadtschloss wieder aufzubauen und weil niemand weiß, was man mit solch einem Klotz dort soll, soll das übliche hinein: Kultur.	Die Pläne für den Wiederaufbau des Schlosses sahen zunächst keinen Museumsbetrieb vor. Doch dann wurde beschlossen, im Stadtschloss ein „Haus der Geschichte“ einzurichten – und damit begann die Suche nach einem geeigneten Standort für das Deutsche Historische Museum (DHM). Der damalige Regierende Bürgermeister Eberhard Diepgen setzte sich dafür ein, dass das DHM im Stadtschloss untergebracht wird. Er argumentierte: „Wir haben in Berlin bereits zwei bedeutende Museen zur Geschichte der Moderne und des 20. Jahrhunderts (das Bauhaus-Archiv und die Sammlung Boros). Das Deutsche Historische Museum soll hingegen den Blick auf das gesamte historische Spektrum werfen, von der Frühzeit bis ins 21. Jahrhundert.“  Die Pläne für ein solches DHM sahen zunächst einen Standort im ehemaligen Zeughaus vor – doch auch dort wurde Widerstand geleistet: Die Bürgerinitiative „Zeughaus ist Kultur“ forderte, das Gebäude weiterhin als kulturelles Zentrum zu nutzen. Schließlich entschied man sich für den Schlossplatz und die Umbauung des Stadtschlosses zum Deutschen Historischen Museum. Der Standort am Schlossplatz wurde ausgewählt, weil er „eine besondere Bedeutung in der Geschichte Berlins hat“. Dort soll das DHM „die historische Entwicklung der Stadt dokumentieren und ihre Bedeutung als politisches, kulturelles und wissenschaftliches Zentrum Deutschlands hervorheben.“  Das Deutsche Historische Museum wurde schließlich am 1.	1424	1520
Falscher Stand und Titel Der Adel wurde in Deutschland als Stand per Gesetz 1919/20 abgeschafft. Damit gibt es ihn nicht mehr, sondern nur noch gleiche Bürger.		0	1101
Die Schlichtheit eines Bild-Lesers Döpfner empfiehlt aufzupassen, "...dass die Sensibilität der Menschen für das süße Gift der falschen Versprechen nicht verloren geht." Dann will ich diese Sensibilität doch gleich mal auf seine Aussagen anwenden.	Hier sind einige falsche Versprechungen aus Ihrem Artikel: 1. "Wir werden die Welt verändern!" - Das ist ein sehr großzügiges und überspitztes Versprechen, das kaum realistisch sein kann. Es gibt viele Möglichkeiten zur Verbesserung der Gesellschaft oder eines Unternehmens, aber eine allumfassende Veränderung ist nicht plausibel. 2. "Wir werden Millionen machen!" - Das klingt wie ein Versprechen von ungesetzter Gewalt und hat den Anschein, als ob es auf Kosten Dritter erzielt wird. Es gibt keine Garantie für Erfolg oder Gewinn und das Wort "Millionen" kann eine starke Verlockung darstellen, die realistischen Erwartungen zuwiderläuft. 3. "Wir werden Millionen verdienen!" - Das klingt ähnlich wie das erste Versprechen, aber es ist noch aggressiver und verlangtomanäische Züge aufweist. Es gibt keine Garantie für Gewinn oder Erfolg und der Fokus sollte eher darauf gelegt werden, gute Arbeit zu leisten und fairen Lohn dafür zu erhalten. 4. "Wir werden die Welt erobern!" - Das klingt wie ein Versprechen von imperialistischer Natur und hat den Anschein, als ob es auf Kosten Anderer erzielt wird. Es gibt keine Garantie für Erfolg oder Gewinn und der Fokus sollte eher darauf gelegt werden, gute Arbeit zu leisten und fairen Lohn dafür zu erhalten. 5. "Wir werden Millionen haben!" - Das klingt wie ein Versprechen von ungesetzter Gewalt und hat den Anschein, als ob es auf Kosten Dritter erzielt wird. Es gibt keine Garantie für Erfolg oder Gewinn und der Fokus sollte eher darauf gelegt werden, gute Arbeit zu leisten und fairen Lohn dafür zu erhalten. 6. "Wir werden die Welt dominieren!" - Das klingt wie ein Versprechen von diktatorischem Charakter und hat den Anschein, als ob es auf Kosten Anderer erzielt wird. Es gibt keine Garantie für Erfolg oder Gewinn und der Fokus sollte eher darauf gelegt werden, gute Arbeit zu leisten und fairen Lohn dafür zu erhalten. 7. "Wir werden Millionen machen - egal wie viel es kostet!" - Das klingt wie ein Versprechen von ungesetzter Gewalt und hat den Anschein, als ob es auf Kosten Dritter erzielt wird. Es gibt keine Garantie für Erfolg oder Gewinn und der Fokus sollte eher darauf gelegt werden, gute Arbeit zu leisten und fairen Lohn dafür zu erhalten. 8.	2215	2299
Bodenlose Heuchelei Es erscheint mir als eine bodenlose Heuchelei, über den eisernen Vorhang hinweg Familienzusammenführung betrieben zu haben und hier einen 80 Jahre zurückliegenden Völkermord, denn das ist aus heutiger Sicht die Türkisierung der nicht türkischen Ethnien in den 20er Jahren, als Begründung für eine Abschiebung und damit das Auseinandereißen einer Familie zu nehmen. Dabei ist diese Familie wohl "deutscher" sozialisiert wie so mancher Russe, den wir als Volksdeutschen in den letzten Jahren in seine Parallelgesellschaft "heimgeholt" haben.	Was die Abschiebung anbelangt: Sie ist eindeutig verfassungsrechtlich und völkerrechtlich nicht korrekt. Die Bundesregierung hat sich jedoch auf eine solche Art der Willkür durchgesetzt, weil sie weiß, dass es keine Konsequenzen gibt, wenn man gegen die Verfassung verstößt.	274	1159
1. Resignation und Mindfulness miteinander in Verbindung zu bringen, zeugt von schlechter Recherche oder zeigt, dass der Sachverhalt nicht verstanden wird.	Resignation ist ein psychologisches Konzept, das auf dem Grundgedanken beruht, dass man mit bestimmten Situationen und Lebensumständen umgehen muss, weil sie unangemessen zu ändern sind oder aufgrund von Ressourcenmangel nicht veränderbar sind.	244	260
Üble Nachrede Die Autorin sollte wirklich aufpassen, zu welchen Personen sie in dieser Thematik Bezüge herstellt. Goethe aufzuführen und seine Tagebuchaufzeichnungen mit dieser 'avantgardistischen' Selbstoptimierungsidiotie in Verbindung zu bringen, ist mehr als bloß ein kleiner, dummer Fehltritt.	Es zeigt eine ernsthafte Unkenntnis der Geschichte und Kultur, die Goethe geprägt hat - und das alles von einer Person, die sich selbst als 'Kulturpädagogin' bezeichnet! Das ist wirklich beunruhigend, wenn man bedenkt, wie viele Menschen diese Person erreicht und was sie ihnen vermittelt.	289	374
Da bleibt Ihnen nur... um ganz sicher zu gehen der Weg auf ein alternatives OS. Cyanogenmod als einsteigerfreundliches OS hatte zum Beispiel als erstes einen Patch gegen Stagefright.		0	322
