prompt	lamma_text	gen_text_len	orig_text_len
Herzlich willkommen Hallo Juuuuule** Ich habe gesehen, dass du dich als neuer Benutzer in der Wikipedia eingetragen hast. Deine Diskussionsseite war aber noch leer.	Das ist nicht so wichtig, weil es hier keine Regeln gibt und auch keinen "richtigen" Stil. Es geht darum, gemeinsam zu lernen und sich gegenseitig bei Problemen oder Fragen zu helfen. Du kannst jederzeit mit Fragen oder Ideen Kontakt aufnehmen. Die meisten Benutzer haben sich in der Wikipedia eingetragen, weil sie Interesse an Wissen und Kommunikation haben. Hier ist ein paar Tipps:  * Lese die Artikel über das Verständnis von Artikeln und Diskussionen in der Wikipedia. Du kannst diese hier finden: <https://de.wikipedia.org/wiki/Wikipedia:Artikel_und_Diskussion> * Suche nach Informationen, bevor du Fragen stellst oder Ideen vorschlägst. Es ist wichtig zu überlegen, ob die Information bereits in einem Artikel enthalten ist und wie man sie finden kann. * Schreibe klar und übersichtlich. Du kannst Links verwenden, um anderen Artikeln aufzuführen oder zusätzliche Informationen anzugeben. * Sei respektvoll gegenüber anderen Benutzern. Es ist wichtig, gegenseitige Anerkennung und Unterstützung zu gewährleisten. Mach weiterhin Spaß am Lernen und hilf den anderen bei Bedarf!	1083	1453
Dieser Benutzer wurde gesperrt. Der Grund für die Sperrung ist hier angegeben; der dort genannte Administrator kann auch weitere Auskunft geben.	```yaml Sperrung: 14 Tage (ab dem 23. März 2023 um 00:00 Uhr) Gründe: Verstoß gegen die Nutzerrichtlinien und unangemessene Kommentare in der Diskussionsgruppe "Deutschland".	174	359
 Löschung deines Artikels „Peter Schornstein“ Hallo! Wie du vielleicht bemerkt hast, musste der von dir angelegte Artikel „Peter Schornstein“ leider gelöscht oder mit einem Schnelllöschantrag bedacht werden.	Hier sind die Gründe für diese Maßnahme:  1. Inhaltslosigkeit: Der Artikel enthält kaum Informationen und ist daher nicht sinnvoll. 2. Nicht zutreffend: Viele der angegebenen Informationen stimmen nicht überein oder fehlen völlig. 3. Unzulässige Verwendung von Einzelnachweisen: Der Artikel verwendet einige Quellen, die jedoch nicht für den Wikipedia-Artikel geeignet sind und deshalb entfernt wurden. 4. Persönliche Meinung: Der Artikel enthält viele persönliche Meinungen oder ungeprüfte Informationen, was gegen die Richtlinien von Wikipedia verstößt. 5. Verwendung von nicht zulässigen Quellen: Einige der angegebenen Quellen sind nicht zulässig für den Wikipedia-Artikel und wurden daher entfernt. 6. Unzureichende Quellennachweise: Der Artikel enthält einige Nachweise, die jedoch ungenügend oder fehlen völlig, was gegen die Richtlinien von Wikipedia verstößt. 7. Mangelnde Objektivität und Neutralität: Der Artikel zeigt möglicherweise eine zu starke Betonung bestimmter Thesen oder Personen, was gegen das Ziel der Objektivität und Neutralität in Wikipedia verstößt. 8. Verwendung von unzulässigen Inhalten: Einige Teile des Artikels enthalten möglicherweise unerwünschte Inhalte oder Angriffe auf andere Personen, was gegen die Richtlinien von Wikipedia verstößt. 9. Unangemessene Verwendung von Bildern und anderen Medien: Der Artikel verwendet vielleicht Bilder oder andere Medien, die nicht für den Wikipedia-Artikel geeignet sind oder möglicherweise rechtsgeschützte Werke enthalten. 10.	1502	1969
 Bild:Pfanne sw gr.jpg Hallo, ich habe die Löschung des Bildes vorgeschlagen; siehe hier. Noddy93 10:59, 19.	Apr. 2016 (CEST)  Bild:Historische_Wohnhausfassade_in_München-Neuhausen.jpg Hallo, ich habe die Löschung des Bildes vorgeschlagen; siehe hier. Noddy93 14:58, 20. Apr. 2016 (CEST)  Bild:Frauenkirche_Dresden_Aerial_View.jpg Hallo, ich habe die Löschung des Bildes vorgeschlagen; siehe hier. Noddy93 14:58, 20. Apr. 2016 (CEST)  Bild:Kapelle_im_Wald.jpg Hallo, ich habe die Löschung des Bildes vorgeschlagen; siehe hier. Noddy93 17:24, 25. Apr.	441	2523
Willkommen in der Wikipedia! Für den Anfang ein paar Tipps, damit du dich in der Wikipedia möglichst schnell zurechtfindest.	1. Suche: Um Informationen über bestimmte Themen oder Personen zu finden, verwende die Suchfunktion im oberen rechten Bereich des Bildschirms (oder klicke hier). Du kannst auch nach Artikeln in anderen Sprachen suchen und diese übersetzen lassen. 2. Navigation: Um zwischen den verschiedenen Seiten der Wikipedia zu navigieren, benutze das Menü an der linken Seite oder die Kategoriensuche im oberen Bereich des Bildschirms (oder klicke hier). Du kannst auch direkt auf bestimmte Artikeln gelinkt werden, indem du den Link kopierst und einfügst. 3. Verlinken: Um einen Artikel zu verlinken, führe den Klick mit der rechten Maustaste aus und wähle "Verlinken" oder klicke hier . Du kannst auch direkt auf bestimmte Artikeln gelinkt werden, indem du den Link kopierst und einfügst. 4. Bearbeiten: Um an einem Artikel zu bearbeiten, musst du dich zunächst anmelden (klick hier). Dann klicke im oberen Bereich des Bildschirms auf "Bearbeiten" oder wähle "Einloggen" und nimm einen Benutzernamen und eine Passwort ein. Du kannst dann den Artikel bearbeiten, indem du die Schaltfläche "Edit this page" auswählst . 5. Diskussionen: Um an einer Diskussion teilzunehmen, klicke im oberen Bereich des Bildschirms auf "Diskussionsseite" oder wähle "Einloggen" und nimm einen Benutzernamen und eine Passwort ein. Dann kannst du die Diskussionen über den jeweiligen Artikel finden . 6.	1372	1485
Hallo hallo 1to1 Zeige den anderen woher du kommst. Trage {{Benutzer:Vorlage/da bin ich her|Wert1|Wert2|Wert3} auf deiner Benutzerseite ein.		0	189
Schön, dass du zu uns gestoßen bist. Lies dir bitte unbedingt zuerst das Tutorial und Wie schreibe ich gute Artikel durch.		0	1233
Filmdaten Originaltitel: **** Produktionsland: USA Erscheinungsjahr: 1967 Länge (PAL - DVD): 1500 Minuten Originalsprache: Englisch Stab Regie: Andy Warhol Produktion: Andy Warhol Musik: The Velvet Underground Besetzung Tom Baker Brigid Berlin (Ondine's Wife) Susan Bottomly (International Velvet) Tally Brown David Croland Joe Dallesandro (College Wrestler) Angelina "Pepper" Davis (Girl on Love Seat) Juan Downey Eric Emerson Andrea Feldman Gerard Malanga Taylor Mead Allen Midgette Tiger Morse Billy Name Ivy Nicholson (Girl on Chair) Nico Ondine (Father/ Ebenezer Scrooge) Orion Rolando Peña Rene Ricard Edie Sedgwick Ingrid Superstar Patrick Tilden Katrina Toland (Katrina) Ultra Violet Viva (Girl in Bed) Mary Woronov **** (auch bekannt als Four Stars oder 24 Hour Movie) ist ein Underground - Experimentalfilm von Andy Warhol. Er wurde zwischen August 1966 und September 1967 in Warhols Studio The Factory, an verschiedenen Schauplätzen in New York City, in San Francisco, Sausalito, Philadelphia, Boston und in Los Angeles im 16-mm -Format gedreht.		0	5802
 Willkommen Merhaba & herzlich willkommen bei der Wikipedia. Freut mich, daß du auf die Wikipedia gestoßen bist & hier mitarbeiten willst.	Du wirst in Kürze eine E-Mail erhalten, mit der du deine Benutzeroberfläche einrichten kannst. Bis dahin freue ich mich darauf, mit dir zu arbeiten!	148	743
Ich habe gesehen, dass du angefangen hast, dich an der Wikipedia zu beteiligen. Weil deine Diskussionsseite noch leer ist, möchte ich dich kurz begrüßen.	Wenn du Fragen oder Anmerkungen zum Thema haben willst, kannst du sie hier einstellen und mit anderen Benutzern diskutieren. Du kannst auch selbst Artikel schreiben oder Fehler in bestehende Artikel korrigieren (siehe Link oben). Es ist toll zu sehen, dass du dich an der Wikipedia beteiligen möchtest!	302	1913
 Hallo Hallo *Aurora, dich hat ja bislang noch niemand begrüßt, daher jetzt von mir: Willkommen bei Wikipedia! Schön, dass Du zu uns gestoßen bist.	*Hier sind einige Tipps für Deine Anfänge auf der deutschen Wikipedia: 1. **Lesen und Entdecken**: Nutze die Seite als Informationsquelle und entdeckere interessante Themen oder Personen. 2. **Suchen**: Die Suche ist eine wichtige Funktion, um nach bestimmten Artikeln zu suchen oder nach Informationen über ein bestimmtes Thema. 3. **Kontaktieren**: Fragt nicht nach Deinem Namen! Du kannst jedoch anderen Benutzern Fragen stellen oder Hilfe anbieten. Das ist eine gute Möglichkeit, mit der Community in Kontakt zu treten und Erfahrungen zu sammeln. 4. **Eigene Artikel erstellen**: Wenn Du Kenntnisse über ein bestimmtes Thema hast, kannst Du es gerne auf Deutsch schreiben und veröffentlichen. Hier ist eine Anleitung zur Erstellen von Artikeln: <https://de.wikipedia.org/wiki/Hauptseite:Benutzerhandbuch/Artikel erstellen> 5. **Bearbeiten**: Wikipedia ist ein Projekt, bei dem jeder Beitrag gegebenenfalls noch weiter bearbeitet werden kann. Du kannst auch selbst Fehler korrigieren oder Inhalte verbessern. Hier sind einige Hinweise zur Bearbeitung von Artikeln: <https://de.wikipedia.org/wiki/Hauptseite:Benutzerhandbuch/Artikel bearbeiten> 6.	1149	1271
Babel: de Diese Person spricht Deutsch als Muttersprache. en -4 This user speaks English at a near-native level.	### ��������‍���️�������� Language Skills  #### ���� Books Read in German and English  * "Die Stadt der verlorenen Seelen" von Markus Heitz (German) * "Der Hobbit" von J.R.R. Tolkien (English) * "The Name of the Wind" by Patrick Rothfuss (English) * "Das Parfum" von Patrick Süskind (German) * "Die unendliche Geschichte" von Michael Ende (German) * "Der Hund, der nicht sterben wollte" von Roger Caras (Englisch) * "The Alchemist" by Paulo Coelho (English) * "Sapiens: A Brief History of Mankind" by Yuval Noah Harari (English)  #### ���� Movies and TV Shows in German, English, French, Italian, Spanish, Portuguese, Russian, Japanese, Korean, Arabic, Hebrew, Hindi, Bengali, Punjabi, Mandarin Chinese, Cantonese, Thai, Vietnamese, Indonesian, Turkish, Persian, Polish, Romanian, Czech, Slovak, Croatian, Serbian, Bulgarian, Greek, Hungarian, and other languages  * German: "Das Boot", "Good Bye Lenin! ", "Run Lola Run" * English: "The Lord of the Rings" trilogy, "Harry Potter" series, "Inception", "Interstellar", "The Matrix" * French: "Amélie", "City of Love" (Paris, je t'aime) * Italian: "La Vita è Bella" ("Life is Beautiful") * Spanish: "Pan's Labyrinth" ("El laberinto del fauno"), "The Secret in Their Eyes" ("El secreto de sus ojos") * Portuguese: "City of God" ("Cidade de Deus") * Russian: "Ironiya sudby, ili S kazdom u menia!	1342	1466
Habe deinen Kommentar leider erst jetzt gelesen. Problerm gelöst?		0	100
' == DESERTIFIKATION ==' Desertifikation bedeutet: Ausbreitung von Wüsten in den Trockengebietender Erde durch den Einfluß von Menschen.	Die Hauptursachen für die desertifikative Entwicklung sind:  1.	63	136
Hallo und willkommen bei Wikipedia! Wie du gesehen hast, kann man Wikipedia frei bearbeiten.		0	413
Dieser Benutzer wurde gesperrt. Der Grund für die Sperrung ist hier angegeben; der dort genannte Administrator kann auch weitere Auskunft geben.		0	359
 Hallo Dies ist keine automatisch erstellte Nachricht. Ich habe gesehen, dass du angefangen hast, dich an der Wikipedia zu beteiligen.	Das ist fantastisch! Wenn du Lust zum Schreiben hast und Fragen oder Probleme bei der Bearbeitung von Artikeln auf der deutschen Wikipedia hast, kannst du gerne nach unten scrollen und die Diskussions-Seite für diesen Artikel anzeigen. Hier können andere Benutzer helfen und dir Antworten geben. Auch wenn es noch so viele Fragen gibt oder Probleme auftreten, ist das Schreiben auf der Wikipedia eine großartige Möglichkeit, Wissen zu teilen und mit anderen Menschen aus aller Welt zusammenzuarbeiten. Du kannst jederzeit Hilfe anfordern oder selbst helfen!	557	1946
Wikipedia:Babel sv Den här användaren talar svenska som modersmål. en -3 This user is able to contribute with an advanced level of English.		0	216
Ecko ist ein Konglomerat von Modefirmen und -marken, die von dem Unternehmer Marc Ecko gegründet wurden. Die bekannteste unter ihnen ist die 1993 gegründete *eckō unltd.. Marc Eckos Produkte werden in 45 Ländern angeboten.	## Geschichte  Marc Ecko gründete im Jahr 197 seine erste Firma, das Skateboard- und Hip-Hop-Label Zoo York. Im folgenden Jahr eröffnete er die Marc Eckō Cut & Sew Division, eine Abteilung für modische T-Shirts und Jacken mit seiner Marke auf der Rückseite. 1986 gründete Ecko seine erste Modemarke, das Skateboard-Label Airwalk. 1993 folgte die Gründung von *eckō unltd., einem Label für Streetwear und Accessoires. Im Jahr 200 erwarb Marc Ecko den amerikanischen Anbieter der Marke Avirex, einen Hersteller von Fliegerjacken. Im Laufe der Jahre hat das Unternehmen weitere Marken wie Complex, Raven Denim, Zodiac und Comrade gekauft oder gegründet. Im Jahr 2018 wurde Ecko Unltd. in "Eckō" umbenannt. ## Produkte  Die Marke *eckō unltd. * bietet eine breite Palette von Accessoires, Bekleidung und Schuhen für Männer, Frauen und Kinder an. Die Kollektionen sind inspiriert von Streetart, Graffiti und Hip-Hop-Kulturen. Die Marke Complex ist spezialisiert auf Skateboarding-Produkte wie Decks, Wheels und Accessoires. Raven Denim bietet hochwertige Jeans für Männer, Frauen und Kinder an. Zodiac ist ein Hersteller von Uhren und Schmuckartikeln, während Comrade eine Marke für Accessoires und Kleidung ist, die auf das 20. Jahrhundert zurückblickt. ## Einzelnachweise  1. Ecko Unltd. : About Us. In: eckounlimited.com. Abgerufen am 8.	1335	1341
 Kaspar Hauser Hallo, kein Vandalimus! ([1])  Skyman gozilla 00:17, 1.		0	86
Hey, ich benötige Informationen über eine Krankheit, die sich zuerst nicht bemerkbar macht und deren Symptome erst ca. 4 Wochen vor dem Tod auftreten.	Die Patienten sind meist älter als 65 Jahre alt und haben keine Vorerkrankungen oder Komplikationen. Wäre es möglich, dass diese Krankheit auf eine Infektion mit einem bislang unbekannten Virus zurückzuführen ist?	213	294
Hallo und willkommen bei Wikipedia! Wie du gesehen hast, kann man Wikipedia frei bearbeiten.	Du kannst hier auch eigene Artikel erstellen oder bestehende Texte verbessern. Falls du Fragen haben möchtest, findest du in der linken Navigation unter "Hilfe" zahlreiche Informationen und Anleitung zur Nutzung von Wikipedia. Mach weiterhin gute Arbeit!	254	399
 Urheberrechtliches Problem mit deinen Dateien Hallo vfb*1986, vielen Dank für das Hochladen deiner Dateien. Leider fehlen noch wichtige Angaben auf den Beschreibungsseiten.	Bitte fülle die folgenden Felder aus und lasse dich von einem Mitarbeiter des Urheberrechtsverwaltungsterminals (URV) überwachen, um sicherzustellen, dass du alle erforderlichen Informationen bereitstellst:  1. Titel/Name der Datei(n): 2. Autor/Künstler/Ersteller: 3. Genre/Gattung: 4. Inhalt/Beschreibung: 5. Länge (in Minuten oder Sekunden, falls bekannt): 6. Bildauflösung (falls vorhanden): 7. Tonformat (falls vorhanden): 8. Besonderheiten der Dateien (z. B. 3D-Modelle, animierte GIFs usw. ): 9. Hinweis auf mögliche Verwendung oder Nutzungsbeschränkungen: 10.	566	3099
Herzlich Willkommen in der Wikipedia! Ich habe gesehen, dass du dich vor kurzem hier angemeldet hast und möchte dir daher für den Anfang ein paar Tipps geben, damit du dich in der Wikipedia möglichst schnell zurechtfindest.	1. Lesen: Entdecke die Artikelwelt und lese über verschiedene Themen, um sich mit der Struktur und dem Stil vertraut zu machen. Du kannst auf der Startseite direkt nach Artikeln suchen oder dich durch das Lexikon navigieren. 2. Schreiben: Um selbst Artikel verfassen zu können, musst du zunächst einen Benutzernamen wählen (mehr dazu weiter unten). Anschließend kannst du in deinem Benutzerprofil die Sprache und den Einflussbereich eingerichtet werden. Dann kannst du mit dem Schreiben von Artikeln beginnen! 3. Diskussionen: Wikipedia ist eine Community, bei der jeder seine Meinung teilen kann. Nutze diese Möglichkeit, um Fragen zu stellen oder über bestimmte Themen zu diskutieren. Du kannst in den Diskussionsseiten oder direkt im Artikel selbst kommentieren. 4. Bearbeiten: Wenn du einen Artikel gelesen hast und Informationen hinzufügen möchtest, nutze die Möglichkeit, den Text bearbeiten zu können. Achte darauf, das jeweilige Thema korrekt und sachlich darzustellen. 5. Fragen: Wenn du irgendwelche Fragen oder Probleme hast, kannst du dich an uns wenden. Wir sind hier, um Ihnen bei der Nutzung von Wikipedia zu helfen! 6. Regeln beachten: Es gibt einige grundlegende Regeln in Wikipedia, die du beachten solltest.	1226	1428
Hallo *Horrorclown*! Ich habe gesehen, dass du vor kurzem angefangen hast, dich an der Wikipedia zu beteiligen.	Es ist fantastisch, wenn Menschen wie du Interesse am Wissen und zur Zusammenarbeit mit anderen haben. Wenn du Lust zum Schreiben oder Diskutieren hast, finde ich es gerne bei deinem Benutzerkonto: [https://zh-hant.wikipedia.org/wiki/%E4%B8%AD%E5%9C%A8N\*Horrorcn](https://zh-hant.wikipedia.org/wiki/%E4%B8%AD%E5%9C%A8N%7CHorrorcn) an. Du kannst auch einfach hier nach hinten schreiben und ich werde es lesen.	409	1598
Dieser Benutzer wurde gesperrt. Der Grund für die Sperrung ist hier angegeben; der dort genannte Administrator kann auch weitere Auskunft geben.		0	359
 *bäbschen* 07:09, 16. Apr.		0	83
Hi, bin ein 82er-Jahrgang und genieße derzeit mein Leben als Student;-) Interessen: - Sport: Tennis, Laufen, Footbagging;-) - Geschichte - Biologie - Programmierung: Java, PHP, MySQL - Web: Ich bevorzuge valides XHTML strict und CSS;-) Tätigkeit: - derzeit Student der Angewandten Mathematik an der FH Remagen, 6.Semester - aktuell: Praxissemester bei SHD, Java-Entwicklung  Ben 13:42, 30. Sep 2004 (CEST)		0	405
Leichlingen DEC Michael Weber aka Bytewurm Meine WP-Tätigkeiten beschränken sich noch auf Tippfehlerkorrektur und Miniartikel (-> Chintz (alter Account)), aber ich habe mir fest vorgenommen fleißig zu sein:-) Etwas mehr über mich gibts auf http:bytewurm.de -> http:www.bytewurm.de/ -> http:www.rising-systems.de/ -> http:www.bullionpage.de/ -> http:www.thalersparer.de/		0	369
Ich lerns noch... bestimmt *grummel* Hallo ByteWurm Zeige den anderen woher du kommst. Trage {{Benutzer:Vorlage/da bin ich her|Wert1|Wert2|Wert3} auf deiner Benutzerseite ein.		0	304
 Urheberrechtliches Problem mit mindestens einem deiner Bilder Hallo BSportlerB*, vielen Dank für das Hochladen deiner Bilder. Leider fehlen bei noch einige Angaben auf der Bildbeschreibungsseite.	Um die Urheberrechtsangabe korrekt und vollständig zu erstellen, hilfst du uns gerne mit den folgenden Informationen:  1. Name des Fotografen oder Künstlers (falls bekannt) 2. Titel/Betitelung der Bilderserie 3. Jahr der Entstehung der Bilder 4. Ort der Aufnahme (wenn bekannt) 5. Genre der Werke (z. B. Porträt, Landschaft, Architektur usw.) 6. Medium der Werke (z. B. Foto, Gemälde, Skulptur usw.) 7. Größe oder Maßstab der Werke (falls bekannt) 8. Besonderheiten oder Techniken, die bei der Erstellung der Bilder verwendet wurden (falls bekannt) 9. Informationen über den Urheberrechtsinhaber oder Vermarkter der Werke (falls bekannt) 10. Andere relevante Informationen zur Geschichte und Bedeutung der Werke (wenn bekannt)  Wir werden diese Informationen gerne verwenden, um deine Bilder korrekt zu beschreiben und den Urheberrechtsangaben entsprechend zu füllen.	867	1988
Ich befasse mich zumeist mit dem Themenbereich Sport. Dabei vorallem die Sportarten: Fussball, Tennis, Tischtennis, Kraftsport und ab und an Formel 1.	Für jeden dieser Bereiche habe ich eigene Kategorien eingerichtet, in denen sich Informationen über Teams, Spieler, Turniere etc. befinden. Wenn Sie jedoch weitere Themenbereiche hinzufügen möchten (wie z.B.	207	299
Hallo Biker*, vielen Dank für das Hochladen deiner Bilder. Leider fehlen noch einige Angaben auf der Bildbeschreibungsseite.		0	1824
 Weblinks in Wikipedia-Artikeln - Linklöschung Ich habe gerade den von Dir hinzugefügten link ins Internet gelöscht, weil er aus meiner Sicht nicht den von uns vereinbarten Kriterien und Spielregeln für weblinks, die du unter Wikipedia:Weblinks findest, entspricht. Eine kurze Zusammenfassung über die häufigsten Missverständnisse und Probleme mit weblinks findest du auch auf meiner Seite.	Bitte beachte jedoch, dass ich als Administrator keine Möglichkeit habe, Verstöße gegen unsere Regeln zu verfolgen oder zu bestrafen.	133	743
 Bild:Jupiter Jones.jpg Vielen Dank für das Hochladen deiner Bilder. Leider fehlen noch einige Angaben zur Quelle und/oder Lizenz auf der Bildbeschreibungsseite.	Bitte nimm bitte die Zeit, diese Informationen zu ergänzen, damit wir deine Fotos korrekt verwenden können.	107	1523
Babel: es Este usuario tiene español como lengua materna. en -2 This user is able to contribute with an intermediate level of English.		0	312
 Welcome Welcome on German Wikipedia. AlexMT81 05:04, 18.	Apr.	4	268
Herzlich willkommen in der Wikipedia! Hallo thanatos1981*, schön, dass du zu uns gestoßen bist.	Du kannst hier einfach loslegen und Artikel erstellen oder bestehende ändern. Du musst jedoch beachten, dass wir strenge Quellenangaben verlangen (siehe Nutzungsbedingungen). Bitte hilf auch bei der Verbesserung von Artikeln, indem du Fehler korrigierst oder Inhalte erweitern möchtest. Du kannst dich jederzeit an uns wenden, falls du Fragen hast oder Hilfe benötigst.	369	1408
Das Diakonissenmutterhaus Aidlingen e.V. wurde 1927 von Christa von Viebahn (1873-1955) gegründet.		0	98
Inhaltsverzeichnis 1 Andere Wikis 2 Sonstiges 3 Verweise  Heute ist Montag 2008-06-30 Wolfgang Pohl alias *Surak* E-Mail Diskussion Beiträge Vertrauen Bewertung Nachrichten an mich bitte auf meiner Diskussionsseite hinterlassen. *Surak* bei Wikimedia -Projekten Wikipedia Meta-Wiki Commons Wikinews Wikibooks Wiktionary Wikiquote Wikispecies Wikisource Wiki-Status Babel: de Diese Person spricht Deutsch als Muttersprache.		0	4092
Inhaltsverzeichnis 1 2004-12-21 Begrüßung 2 2005-07-22 Kategorie:User 3 2005-11-10 Redirect 4 2006-06-01 An alle Wikipedianer aus Berlin 5 2007-11-03 Babel  2004-12-21 Begrüßung Hallo Surak! Es freut mich, dass Du wikipedia gestoßen bist.	Wikipedia ist eine Online-Enzyklopädie, die von Benutzern wie Dir und mir erstellt wird. Wir können alle Artikel, Kategorien und Seiten bearbeiten und erweitern. Du kannst in der Kategorie:Deutschsprachige Wikipedia Userpages einfügen oder selbst erstellen. Hier ist eine Anleitung zur Erstellung einer Benutzer-Sitzung: [https://de.wikipedia.org/w/wiki.php?title=Benutzer:Surak&action=edit Surak]. Wenn Du Fragen hast, schreibe es hier oder auf der Diskussionsseite ([[Wikipedia:Forum]]) vorbei. Ich wünsche Dir viel Spaß und Erfolg bei Deiner Arbeit an Wikipedia! ���� 2005-07-22 Kategorie:User Hallo Surak, ich sehe, dass Du bereits Artikel geschrieben hast. Super! Um die Kategorien besser zu verwalten, habe ich Dir eine neue hinzugefügt: [[Kategorie:Deutschsprachige Wikipedia Userpages]]. Du kannst diese Kategorie in Deinem Benutzer-Sitzung einfügen oder selbst erstellen. Hier ist die Anleitung zur Erstellung einer Benutzer-Sitzung: [https://de.wikipedia.org/w/wiki.php?title=Benutzer:Surak&action=edit Surak]. Wenn Du Fragen hast, schreibe es hier oder auf der Diskussionsseite ([[Wikipedia:Forum]]) vorbei. Ich wünsche Dir viel Spaß und Erfolg bei Deiner Arbeit an Wikipedia!	1187	5459
